id,prefix_code,sku,name,featured_image,brand,unit,channel,category,cbm,moq,cost_price,ps_overal_dimension,ps_arm_height,ps_seat_height,ps_seat_depth,ps_nett_weight,ps_gross_weight,ps_product_type,ps_seat_construction,ps_box_dimension,ps_box_weight,ps_pax,ps_20ft_container,ps_40gp_container,ps_40hq_container,shop_drawing_pdf,shop_drawing_archive,production_drawing_pdf,production_drawing_archive,assembly_pdf,assembly_archive,drawing_3d_dwg,drawing_3d_obj,drawing_3d_3dmax,drawing_3d_sketchup,seo_meta_title,seo_meta_description,seo_meta_keyword,seo_content_overview,created_at,updated_at
126,NO,AZC-21,Alzette Side Chair,,,1,,,0.46,200,,49 x 61 x 88  cm,,42.5,54.5,,29,Fully Assembled,Webbing/Woven,52 x 82 x 109 cm,,4 Pc/1Ctn,58 pcs,120 pcs,146 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
127,NO,AZL-11,Alzette Lounger,,,1,,,0.47,50,,205 x 70 x 30 cm,,,,14,17,Fully Assembled,Webbing/Woven,208 x 73 x 31 cm,,1 Pc/1Ctn,65 pcs,131 pcs,137 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
128,NO,GAZ-01,Gazelig Dining Side Chair Padded,,,1,,,0.68,200,,50.6 x 63.5 x 88 cm,,46.5,46,4.28,19,Fully Assembled,Slatted Metal/Woven,94 x 56.5 x 120 cm,,4 Pc/1Ctn,44 pcs,93 pcs,104 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
129,NO,GAZ-05,Gazelig Lounge 2 Seater Padded,,,1,,,1.13,25,,124.7 x 77.5 x 77 cm,61,39.6,55.8,12.79,15,Fully Assembled,Slatted Metal/Woven,131 x 88 x 98 cm,,2 Pc/1Ctn,22 pcs,47 pcs,63 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
130,NO,GAZ-06,Gazelig Lounge 3 Seater Padded,,,1,,,1.6,25,,180.2 x 77.5 x 77 cm,61,39.6,55.8,15.46,19.5,Fully Assembled,Slatted Metal/Woven,188 x 87.5 x 98 cm,,2 Pc/1Ctn,12 pcs,36 pcs,36 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
131,NO,GAZ-07,Gazelig Lounger No Arms Padded,,,1,,,0.59,50,,68.7 x 195 x 32.5/101  cm,,,,,17.2,Fully Assembled,Slatted Metal/Woven,205 x 76 x 38 cm,,2 Pc/1Ctn,48 pcs,102 pcs,119 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
132,NO,GAZ-07A,Gazelig Lounger With Arms Padded,,,1,,,0.76,50,,68.7 x 195 x 32.5/101 cm,,,,,19.62,Fully Assembled,Slatted Metal/Woven,206 x 75 x 49 cm,,2 Pc/1Ctn,36 pcs,72 pcs,88 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
133,NO,TRC-05A,Rivera Stacking Arm Chair,,,1,,,0.59,200,,62.5 x 67.2 x 90 cm,66,43.5,51.4,,38,Assembly Required,Slatted/Woven,83 x 64 x 111 cm,,4 Pc/1Ctn,50 pcs,100 pcs,116pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
134,NO,TRL-05,Rivera Folding Chair,,,1,,,0.17,200,,47 x 61.5 x 95  cm,,45.5,41.2,,14,Knock Down,Slatted/Woven,112 x 50 x 31.5 cm,,2 Pc/1Ctn,162 pcs,336 pcs,400 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
135,NO,TRL-06,Rivera Folding Arm Chair,,,1,,,0.21,200,,56.5 x 61.5 x 95  cm,66,45.5,41.2,,,Knock Down,Slatted/Woven,116 x 30 x 21 cm,,1 Pc/1Ctn,132 pcs,280 pcs,320 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
136,NO,TRC-12,Rivera Director Chair,,,1,,,0.1,200,,59 x 56.5 x 82.5 cm,66,45,46.5,,8,Knock Down,Slatted/Woven,86 x 59 x 18 cm,,1 Pc/1Ctn,352 pcs,718 pcs,791 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
137,NO,TRC-100,Rivera Beach Chair,,,1,,,0.26,200,,72.5 x 101.5 x 83  cm,,45.5,41.2,8.93,13.05,Knock Down,Slatted/Woven,136 x 80 x 22 cm,,1 Pc/1Ctn,123 pcs,257 pcs,289 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
138,NO,TRFT-02A,Rivera Foot Stool,,,1,,,0.06,200,,50.5 x 48.5 x 44.5 cm,,,,,3.5,Knock Down,Slatted/Woven,68 x 54 x 15 cm,,1 Pc/1Ctn,564 pcs,1164 pcs,1324pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
139,NO,TRL-02F,Rivera Flat Lounger,,,1,,,0.19,100,,202.5 x 66 x 30.5  cm,,,,,18,Knock Down,Slatted/Woven,205 x 63 x 14 cm,,1 Pc/1Ctn,174 pcs,361 pcs,411pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
140,NO,TSS-AC,Tessin Stacking Arm Chair,,,1,,,0.4,200,,57.5 x  58.5  x 81.5 cm,66,45,46.5,,44,Assembly Required,Slatted,60 x 71 x 91 cm,,1 Pc/1Ctn,54 pcs,120 pcs,160 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
141,NO,TSS-01,Tessin Modular Single Seater,,,1,,,0.2,50,,82 x  83 x 67 cm,67,41,62,,25,Assembly Required,Slatted,83 x 78 x 31 cm,,1 Pc/1Ctn,156 pcs,312 pcs,348 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
142,NO,SRT-136,Signature Round Dining Table,,,1,,,0.22,25,,136.5  x  136.5   x 76 cm,,,,,25,Assembly Required,,144 x 144 x 7 cm,,1 Pc/1Ctn,190 pcs,383 pcs,415 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
143,NO,TRT-46SQ,Siro Square Side Table,,,1,,,0.04,50,,46 x  46  x 50 cm,,,,,8,Assembly Required,,49 x 49 x 15 cm,,1 Pc/1Ctn,912 pcs,1840 pcs,2104 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
144,NO,TRL-01,Siro Lounger,,,1,,,0.51,30,,204 x  62 x 35 cm,,,,,29,Assembly Required,Slatted,209 x 67 x 37 cm,,1 Pc/1Ctn,57 pcs,119 pcs,136 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
145,NO,TSS-02,Tessin Modular Right Seater,,,1,,,0.2,50,,78 x  83 x 67 cm,67,41,62,,21,Assembly Required,Slatted,83 x 78 x 31 cm,,1 Pc/1Ctn,156 pcs,312 pcs,348 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
146,NO,TSS-03,Tessin Modular Left Seater,,,1,,,0.2,50,,78 x  83 x 67 cm,67,41,62,,21,Assembly Required,Slatted,83 x 78 x 31 cm,,1 Pc/1Ctn,156 pcs,312 pcs,348 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
147,NO,TSS-04,Tessin Modular Middle Seater,,,1,,,0.14,50,,74 x  83 x 67 cm,,41,62,,16,Assembly Required,Slatted,83 x 87 x 31 cm,,1 Pc/1Ctn,128 pcs,260 pcs,312 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
148,NO,TSS-05,Tessin Modular Corner Seater,,,1,,,0.22,50,,83 x  83 x 67 cm,67,41,62,,21,Assembly Required,Slatted,84 x 87 x 31 cm,,1 Pc/1Ctn,128 pcs,260 pcs,312 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
149,NO,TSS-06,Tessin Modular Ottoman,,,1,,,0.2,50,,74 x  79 x 29 cm,,,,,12,Assembly Required,Slatted,83 x 78 x 31 cm,,1 Pc/1Ctn,156 pcs,312 pcs,348 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
150,NO,TSS-SC,Tessin Side Chair,,,1,,,0.33,200,,49.5 x  58.5 x 81.5 cm,,45,46.5,,36,Assembly Required,Slatted,52 x 71 x 91 cm,,4 Pc/1Ctn,84 pcs,177 pcs,214 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
151,NO,SNIX-01,Snix Single Seater,,,1,,,0.57,50,,75 x 78.5 x 74.5 cm,65.5,41,78,15.15,20.15,Fully Assembled,Webbing/Woven,86 x 82 x 81 cm,,1 Pc/1Ctn,28 pcs,56 pcs,84 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
152,NO,SNIX-02,Snix 2 Seater,,,1,,,1.05,25,,143 x 78.5 x 74.5 cm,65.5,28,60,27.61,35.56,Fully Assembled,Webbing/Woven,151 x 86 x 81 cm,,1 Pc/1Ctn,23 pcs,48 pcs,64 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
153,NO,SNIX-03,Snix 3 Seater,,,1,,,1.53,25,,211 x 78.5 x 74.5 cm,65.5,28,60,37.92,49.56,Fully Assembled,Webbing/Woven,219 x 86 x 81 cm,,1 Pc/1Ctn,14 pcs,28 pcs,42 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
154,NO,SNIX-05-DBL,Snix Modular Double Middle Seater,,,1,,,1,25,,136 x 78.5 x 74.5 cm,,41,78,20.62,28.35,Fully Assembled,Webbing/Woven,143 x 86 x 81 cm,,1 Pc/1Ctn,24 pcs,49 pcs,66 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
155,NO,SNIX-04-L,Snix Left Double Modular Seater,,,1,,,1.01,25,,139.5 x 78.5 x 74.5 cm,65.5,41,78,24.21,33.12,Fully Assembled,Webbing/Woven,145.5 x 86 x 81 cm,,1 Pc/1Ctn,24 pcs,49 pcs,66 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
156,NO,SNIX-04-R,Snix Right Double Modular Seater,,,1,,,1.01,25,,139.5 x 78.5 x 74.5 cm,65.5,41,78,24.21,33.12,Fully Assembled,Webbing/Woven,145.5 x 86 x 81 cm,,1 Pc/1Ctn,24 pcs,49 pcs,66 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
157,NO,SNIX-06,Snix Ottoman,,,1,,,0.21,25,,77.5 x 70 x 41 cm,,,,11,13,Fully Assembled,Webbing/Woven,85.5 x 78 x 31 cm,,1 Pc/1Ctn,150 cs,312 pcs,348 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
158,NO,USS-30,Parasol Stand 30,,,1,,,0.02,25,,50  x  50  x 33.5 cm,,,,,30,Assembly Required,,55 x 60 x 8 cm,,1 Pc/1Ctn,1218 pcs,2516 pcs,2838 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
159,NO,USS-45,Parasol Stand 45,,,1,,,0.02,25,,50  x  50  x  36 cm,,,,,45,Assembly Required,,55 x 60 x 8 cm,,1 Pc/1Ctn,1218 pcs,2516 pcs,2838 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
160,NO,PIL-40,Throw Pillow 40x40,,,1,,,0.02,20,,40  x  40  x  18 cm,,,,0.74,0.76,Fully Assembled,,40 x 40 x 18 cm,,1 Pc/1Ctn,1075 pcs,2250 pcs,2490 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
161,NO,DEXA-01,Dexa Single Seater,,,1,,,0.61,50,,75.8 x 91 x 87 cm,63,41,60,11.5,14,Assembly Required,Slatted Metal,81.5 x 96 x 78.5 cm,,1Pc/1Ctn,42 pcs,84 pcs,90 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
162,NO,DEXA-02,Dexa 2 Seater,,,1,,,1.12,25,,143.1 x 91 x 87 cm,63,41,60,23,26,Assembly Required,Slatted Metal,149 x 96 x 78.5 cm,,1Pc/1Ctn,25 pcs,52 pcs,55 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
163,NO,DEXA-03,Dexa 3 Seater,,,1,,,1.64,25,,210.6 x 91 x 87 cm,63,41,60,33,37,Assembly Required,Slatted Metal,217 x 96 x 78.5 cm,,1Pc/1Ctn,18 pcs,36 pcs,36 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
164,NO,VENTO-01,Vento Teak Single Seater,,,1,,,0.6,50,,80 x 83.7 x 67 cm,60,43,78.5,15.55,28.91,Fully Assembled,Slatted,88 x 93 x 73 cm,,1 Pc/1Ctn,36 pcs,78 pcs,117 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
165,NO,VENTO-DC,Vento Teak Dining Chair,,,1,,,0.35,200,,56 x 60.5 x 76 cm,65,44,52,7.96,11,Fully Assembled,Slatted,62 x 72 x 79 cm,,1 Pc/1Ctn,81 pcs,171 pcs,192 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
166,NO,VENTO-02,Vento Teak 2 Seater,,,1,,,1.24,25,,175 x 86.3 x 67 cm,60,43,78.5,30.69,58.29,Fully Assembled,Slatted,183 x 93 x 73 cm,,1 Pc/1Ctn,18 pcs,39 pcs,52 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
167,NO,VENTO-03,Vento Teak 3 Seater,,,1,,,1.68,25,,240 x 86.3 x 67 cm,60,43,78.5,40.37,75.06,Fully Assembled,Slatted,248 x 93 x 73 cm,,1 Pc/1Ctn,12 pcs,24 pcs,38 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
168,NO,PIEDRA-CT,Piedra Recta Coffee Table,,,1,,,0.19,25,,130 x 70 x 40 cm,,,,24,27,Assembly Required,,137 x 79 x 18 cm,,1 Pc/1Ctn,164pcs,334 pcs,368 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
169,NO,PIEDRA-ST,Piedra Square Side Table,,,1,,,0.07,50,,50 x 50 x 50 cm,,,,9.96,10.96,Knock Down,Slatted,56 x 56 x 22 cm,,1 Pc/1Ctn,416 pcs,864 pcs,1032 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
170,NO,TRENT-01,Trent Lounge Chair,,,1,,,0.81,50,,89 x 95 x 71 cm,51,39,72.5,26.61,41.87,Knock Down,Slatted/Woven,104 x 97 x 80 cm,,1 Pc/1Ctn,28 pcs,60pcs,72 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
171,NO,TRENT-02,Trent 2 Seater,,,1,,,1.36,25,,155 x 95 x 71 cm,51,39,72.5,57.75,1.93,Knock Down,Slatted/Woven,163 x 97 x 80 cm,,1 Pc/1Ctn,14 pcs,30pcs,45 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
172,NO,TRENT-03,Trent 3 Seater,,,1,,,1.93,25,,221 x 95.4 x 71 cm,51,39,72.5,37.73,73.73,Knock Down,Slatted/Woven,229 x 105 x 80 cm,,1 Pc/1Ctn,14 pcs,30pcs,33 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
173,NO,TRENT-CT,Trent Coffee Table,,,1,,,0.25,25,,122 x 71 x 26 cm,,,,27.6,32.12,Knock Down,Slatted,130 x 79 x 22 cm,,1 Pc/1Ctn,133 pcs,280 pcs,320 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
174,NO,GERA-DT-240-AL,Gera Dining Table 240 Aluminium Legs,,,1,,,0.58,25,,240  x 100 x 76 cm,,,,,,Knock down,Slatted,248 x 111 x 21 cm,,1 Pc/1Ctn,44 pcs,88 pcs,126 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
175,NO,GERA-DT-280-AL,Gera Dining Table 280 Aluminium Legs,,,1,,,0.7,25,,280  x 100 x 76 cm,,,,,,Knock down,Slatted,288 x 111 x 21 cm,,1 Pc/1Ctn,44 pcs,88 pcs,104 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
176,NO,GERA-DT-240-TK,Gera Dining Table 240 Teak Legs,,,1,,,0.56,25,,240  x 100 x 76 cm,,,,,,Knock down,Slatted,248 x 111 x 21 cm,,1 Pc/1Ctn,44 pcs,88 pcs,126 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
177,NO,GERA-DT-280-TK,Gera Dining Table 280 Teak Legs,,,1,,,0.7,25,,280  x 100 x 76 cm,,,,,,Knock down,Slatted,288 x 111 x 21 cm,,1 Pc/1Ctn,44 pcs,88 pcs,104 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
178,NO,CNA-M,Canna Medium Planter,,,1,,,0.17,20,,49  x  49  x  49 cm,,,,19.66,21,Fully Assembled,Slatted,56 x 56 x 55 cm,,1 Pc/1Ctn,160 pcs,336 pcs,336 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
179,NO,CNA-LM,Canna Medium Long Planter,,,1,,,0.32,20,,98  x  49  x  49 cm,,,,29.66,51,Fully Assembled,Slatted,106 x 56 x 55 cm,,1 Pc/1Ctn,88 pcs,176 pcs,212 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
180,NO,OCT-150RDT-TK,Octa Round Dining Table 150 Teak Legs,,,1,,,0.37,25,,150  x 150 x 75 cm,,,,,,Knock Down,Slatted,158 x 158 x 15 cm,,1 Pc/1Ctn,69 pcs,150 pcs,164 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
181,NO,OCT-220RECT-TK,Octa Recta Dining Table 220 Teak Legs,,,1,,,0.76,20,,220  x 100 x 75 cm,,,,,,Knock Down,Slatted,228 x 112 x 30 cm,,1 Pc/1Ctn,38 pcs,80 pcs,90 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
182,NO,LITCHI-M,Litchi Medium Planter,,,1,,,0.11,20,,42  x  42  x  42 cm,,,,7.85,8.6,Fully Assembled,,47 x 47 x 48 cm,,1 Pc/1Ctn,300 pcs,625 pcs,625 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
183,NO,LITCHI-LM,Litchi Medium Long Planter,,,1,,,0.2,20,,84  x  42  x  42 cm,,,,,,Fully Assembled,,87 x 47 x 48 cm,,1 Pc/1Ctn,158 pcs,331 pcs,375 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
184,NO,PLT-DT-100-AL,Planka Aluminium Dining Table 100,,,1,,,0.23,25,,100 x 100 x 76 cm,,,,,,Assembly Required,Slatted,"108 x 108 x 20cm,",,1 Pc/1Ctn,128 pcs,264 pcs,286 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
185,NO,PLT-DT-100-SS,Planka Stainless Steel 100,,,1,,,0.22,25,,100 x 100 x 76 cm,,,,,,Assembly Required,Slatted,"109 x 109 x 19cm,",,1 Pc/1Ctn,138 pcs,286 pcs,308 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
186,NO,PLT-DT-160-AL,Planka Aluminium Dining Table 160,,,1,,,0.36,25,,160 x 100 x 76 cm,,,,,,Assembly Required,Slatted,"168 x 108 x 20cm,",,1 Pc/1Ctn,81 pcs,173 pcs,191 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
187,NO,PLT-DT-160-SS,Planka Stainless Steel Dining Table 160,,,1,,,0.35,25,,160 x 100 x 76 cm,,,,,,Assembly Required,Slatted,"169 x 110 x 19cm,",,1 Pc/1Ctn,86 pcs,184 pcs,198 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
188,NO,PLT-DT-210-AL,Planka Aluminium Dining Table 210,,,1,,,0.47,25,,210 x 100 x 76 cm,,,,,,Assembly Required,Slatted,"218 x 108 x 20cm,",,1 Pc/1Ctn,64 pcs,132pcs,143 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
189,NO,DEXA-AC,Dexa Dining Arm Chair,,,1,,,0.83,200,,56 x 63 x 87.3 cm,66,42,40,,,Assembly Required,Slatted Metal,112 x 62 x 120 cm,,4Pc/1Ctn,31 pcs,68 pcs,82 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
190,NO,PLT-DT-210-SS,Planka Stainless Steel Dining Table 210,,,1,,,0.45,25,,210 x 100 x 76 cm,,,,,,Assembly Required,Slatted,"219 x 109 x 19cm,",,1 Pc/1Ctn,69 pcs,143 pcs,154 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
191,NO,PLT-ET-230-AL,Planka Aluminium Extension Table 230,,,1,,,0.36,25,,160/230 x 100 x 77 cm,,,,,,Assembly Required,Slatted,168 x 108 x 20 cm,,1 Pc/1Ctn,81 pcs,173 pcs,191 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
192,NO,PLT-ET-230-SS,Planka Stainless Steel Extension Table 230,,,1,,,0.38,25,,160/230 x 100 x 77 cm,,,,,,Assembly Required,Slatted,171 x 111 x 20 cm,,1 Pc/1Ctn,76 pcs,162 pcs,182 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
193,NO,PLT-ET-310-AL,Planka Aluminium Extension Table 310,,,1,,,0.47,25,,210/310 x 100 x 77 cm,,,,,,Assembly Required,Slatted,218 x 108 x 20 cm,,1 Pc/1Ctn,64 pcs,132 pcs,143 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
194,NO,PLT-ET-310-SS,Planka Stainless Steel Extension Table 310,,,1,,,0.48,25,,210/310 x 100 x 77 cm,,,,,,Assembly Required,Slatted,221 x 110 x 20 cm,,1 Pc/1Ctn,59 pcs,120 pcs,140 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
195,NO,CHT-60-FLAT,Flat Teak Chest Box,,,1,,,0.24,0,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
196,NO,TRENT-ST,Trent Side Table,,,1,,,0.14,50,,61 x 61 x 40 cm,,,,14.3,17.34,Knock Down,Slatted,85 x 71 x 23 cm,,1 Pc/1Ctn,224 pcs,462 pcs,504 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
197,NO,CARIO-DC,Cario Dining Chair,,,1,,,0.55,50,,60 x 66.5 x 82 cm,65,48,,,,Fully Assembled,,81 x 66 x 103 cm,,1 Pc/1Ctn,48 pcs,100 pcs,125 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:46,2023-01-26 05:37:14
198,NO,ROU-01-TK,Roundy Serving Tray,,,1,,,0.23,20,,44  x  44  x  78 cm,,,,,,Fully Assembled,Slatted Metal,52 x 51 x 88 cm,,1 Pc/1Ctn,116 pcs,243 pcs,299 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
199,NO,WINA-RC,Wina Round Armchair,,,1,,,0.4,50,,62  x  60  x  81 cm,67,42.5,50,,,Fully Assembled,,68 x 66 x 88 cm,,2 Pc/1Ctn,54 pcs,117 pcs,162 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
200,NO,WINA-AC,Wina Stacking Armchair,,,1,,,0.54,50,,60 x  64  x  84.5 cm,65.5,45.5,47,,,Fully Assembled,,81 x 66 x 102 cm,,4 Pc/1Ctn,48 pcs,100 pcs,127 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
201,NO,WINA-SC,Wina Side Chair,,,1,,,0.4,50,,49  x  64  x  84.5 cm,,45.5,47,,,Fully Assembled,,76 x 55 x 95 cm,,4 Pc/1Ctn,72 pcs,150 pcs,174 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
202,NO,PLA-TRY-AL,Planka Trolley Aluminium,,,1,,,0.68,25,,100 x 60 x 76 cm,,,,,,Assembly Required,Slatted,112  x 74 x 82 cm,,1 Pc/1Ctn,42 pcs,92 pcs,96 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
203,NO,VIERA-S,Viera Lantern Small,,,1,,,0.03,50,,18  x  18  x  33.5 cm,,,,,,Fully Assembled,,26 x 26 x 40 cm,,1 Pc/1Ctn,1184 pcs,2430 pcs,2750 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
204,NO,NORU-S,Noru Lantern Small,,,1,,,0.03,50,,18  x  18  x  39 cm,,,,,,Fully Assembled,,28 x 28 x 40 cm,,1 Pc/1Ctn,959 pcs,1920 pcs,2304 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
205,NO,RCN-S,Recinto Small Lantern,,,1,,,0.02,50,,17  x  17  x  33.5 cm,,,,,,Fully Assembled,,24 x 24 x 40 cm,,1 Pc/1Ctn,1214 pcs,2530 pcs,3080 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
206,NO,SNIX-07,Snix Lounger,,,1,,,1.28,50,,73  x 205 x 50 cm,,,,,,Fully Assembled,Webbing/Woven,78 x 300 x 55 cm,,1 Pc/1Ctn,12 pcs,48 pcs,48 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
207,NO,VENTO-01-AL,Vento Aluminium Single Seater,,,1,,,0.6,50,,80 x 84.6 x 66 cm,60,43,78.5,13.03,15.39,Fully Assembled,Slatted Metal,88 x 93 x 73 cm,,1 Pc/1Ctn,36 pcs,78 pcs,117 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
208,NO,VENTO-02-AL,Vento Aluminium 2 Seater,,,1,,,1.24,25,,175 x 92 x 66 cm,60,43,78.5,27.16,31.05,Fully Assembled,Slatted Metal,183 x 93 x 73 cm,,1 Pc/1Ctn,18 pcs,39 pcs,52 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
209,NO,VENTO-03-AL,Vento Aluminium 3 Seater,,,1,,,1.68,25,,240 x 86.3 x 67 cm,60,43,78.5,27.25,40.16,Fully Assembled,Slatted Metal,248 x 93 x 73 cm,,1 Pc/1Ctn,12 pcs,24 pcs,38 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
210,NO,VENTO-RCT-AL,Vento Aluminium Round Coffee Table,,,1,,,0.25,25,,110 x 110 x 40 cm,,,,,,Fully Assembled,,117 x 117 x 18 cm,,1 Pc/1Ctn,130 pcs,264 pcs,284 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
