id,prefix_code,sku,name,featured_image,brand,unit,channel,category,cbm,moq,cost_price,ps_overal_dimension,ps_arm_height,ps_seat_height,ps_seat_depth,ps_nett_weight,ps_gross_weight,ps_product_type,ps_seat_construction,ps_box_dimension,ps_box_weight,ps_pax,ps_20ft_container,ps_40gp_container,ps_40hq_container,shop_drawing_pdf,shop_drawing_archive,production_drawing_pdf,production_drawing_archive,assembly_pdf,assembly_archive,drawing_3d_dwg,drawing_3d_obj,drawing_3d_3dmax,drawing_3d_sketchup,seo_meta_title,seo_meta_description,seo_meta_keyword,seo_content_overview,created_at,updated_at
211,NO,VENTO-RST-AL,Vento Aluminium Round Side Table,,,1,,,0.05,50,,55 x 55 x 50 cm,,,,,,Fully Assembled,,58 x 5814 cm,,1 Pc/1Ctn,680 pcs,1408 pcs,1568 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
212,NO,BH-RND-106,Classic Round Bar Table 106,,,1,,,0.25,50,,106 x 106 x 105 cm,,,,,,Knock Down,Slatted,114 x 114 x 19 cm,,1 Pc/1Ctn,124 pcs,252 pcs,292 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
213,NO,GERA-DT-340-AL,Gera Dining Table 340 Aluminium Legs,,,1,,,0.81,25,,340  x 100 x 76 cm,,,,,,Knock down,Slatted,348  x 111 x 21 cm,,1 Pc/1Ctn,22 pcs,66 pcs,78 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
214,NO,VINO-01,Vino Lounge Single Seater,,,1,,,0.58,50,,78 x 78 x 78.5cm,60,42,53,7.52,8.26,Fully Assembled,Webbing/Slatted Metal,83 x 83 x 83.5 cm,,1 Pc/1Ctn,28 pcs,56 pcs,84 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
215,NO,VINO-02,Vino Lounge 2.5 Seater,,,1,,,1.3,25,,192.5 x 77 x 78 cm,60,42,53,17.12,37.23,Fully Assembled,Webbing/Slatted Metal,197.5 x 82 x 83 cm,,1 Pc/1Ctn,14 pcs,28 pcs,42 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
216,NO,VINO-06,Vino Foot Stool,,,1,,,0.2,50,,70 x 50 x 42.5 cm,,,,,,Fully Assembled,Webbing/Slatted Metal,75 x 55 x 47.5 cm,,1 Pc/1Ctn,153 pcs,327 pcs,363 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
217,NO,ALE-DRC,Aleta Director Chair,,,1,,,0.14,50,,57 x 58 x 85.5 cm,63,46,49.5,,,Fully Assembled,,93 x 64 x 24 cm,,1 Pc/1Ctn,198 pcs,414 pcs,512 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
218,NO,VINO-DC,Vino Dining Chair,,,1,,,0.39,200,,61 x 63.5 x 81cm,63,48,55.5,5.92,8.92,Fully Assembled,Webbing/Slatted Metal,66 x 68.5 x 86 cm,,1 Pc/1Ctn,66 pcs,149 pcs,168 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
219,NO,DEXA-SC,Dexa Side Chair,,,1,,,0.5,200,,50 x 63 x 87.3 cm,,42,40,,,Assembly Required,Slatted Metal,84 x 56 x 106 cm,,2Pc/1Ctn,58 pcs,116 pcs,140 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
220,NO,VENTO-DC-AL,Vento Aluminium Dining Chair,,,1,,,0.35,200,,54 x 62 x 77 cm,64,44,52,,12.32,Fully Assembled,Slatted Metal,62 x 72 x 79 cm,,1 Pc/1Ctn,81 pcs,171 pcs,192 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
221,NO,MOOD-DC,Mood Dining Armchair,,,1,,,0.35,0,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
222,NO,AS-DC,Casali Dining Armchair,,,1,,,0.33,0,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
223,NO,CL-DC,Celyna Dining Armchair,,,1,,,0.45,50,,53.5  x  58  x  74.5 cm,65,45.5,50,,,Fully Assembled,,82 x 69 x 81 cm,,2 Pc/1Ctn,58 pcs,124 pcs,144 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
224,NO,JD-DC,Jordan Dining Armchair,,,1,,,0.39,50,,54.3  x  62.3  x  83 cm,65,45.5,51.7,,,Fully Assembled,,61 x 71 x 91 cm,,1 Pc/1Ctn,54 pcs,117 pcs,156 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
225,NO,AR-DC-W,Astorana Wicker Dining Armchair,,,1,,,0.28,50,,60  x  57.3  x 77 cm,64,43,47,,,Fully Assembled,,72 x 77 x 99 cm,,2 Pc/1Ctn,51 pcs,108 pcs,108 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
226,NO,JD-SC,Jordan Side Chair,,,1,,,0.37,50,,50.5  x  62.3  x  83 cm,,45.5,51.7,,,Fully Assembled,,61 x 65 x 91 cm,,1 Pc/1Ctn,54 pcs,117 pcs,156 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
227,NO,CO-DC,Costano Dining Armchair,,,1,,,0.47,50,,55  x  60.3  x  87.5 cm,,,,,,Fully Assembled,,62 x 75 x 102 cm,,4 Pc/1Ctn,54 pcs,114 pcs,147 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
228,NO,SA-DC,Salvatia Dining Armchair,,,1,,,0.47,50,,56  x  61  x  88 cm,,,,,,Fully Assembled,,62 x 75 x 102 cm,,4 Pc/1Ctn,54 pcs,114 pcs,147 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
229,NO,AR-DC-R,Astorana Rope Dining Armchair,,,1,,,0.55,50,,60.5  x  57.5  x 77 cm,64,43,47,,,Fully Assembled,,72 x 77 x 99 cm,,2 Pc/1Ctn,51 pcs,108 pcs,108 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
230,NO,CBC-BOX,Cubico Storage Box,,,1,,,0.56,0,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
231,NO,TRRY-BOX,Torrey Storage Box,,,1,,,0.86,0,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
232,NO,GERA-240BB,Gera Bench 240,,,1,,,0.26,25,,240  x 40 x 45.5 cm,,,,,,Knock down,Slatted,249 x 49 x 21 cm,,1 Pc/1Ctn,104 pcs,208 pcs,280 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
233,NO,GERA-280BB,Gera Bench 280,,,1,,,0.3,25,,280  x 40 x 45.5 cm,,,,,,Knock down,Slatted,289 x 49 x 21 cm,,1 Pc/1Ctn,104 pcs,208 pcs,236 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
234,NO,GERA-340BB,Gera Bench 340,,,1,,,0.36,25,,340  x 40 x 45.5 cm,,,,,,Knock down,Slatted,349 x 49 x 21 cm,,1 Pc/1Ctn,52 pcs,156pcs,177 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
235,NO,PLA-TRY-SS,Planka Trolley Stainless Steel,,,1,,,0.68,25,,100 x 60 x 76 cm,,,,,,Assembly Required,Slatted,112 x 74 x 82 cm,,1 Pc/1Ctn,42 pcs,92 pcs,96 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
236,NO,AST-DUSTBIN-OD,Asta Outdoor Dustbin,,,1,,,0.26,20,,46  x  39.3  x 100 cm,,,,,,Fully Assembled,,52 x 46 x 109 cm,,1 Pc/1Ctn,110 pcs,230 pcs,276 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
237,NO,TRR-01,Terrace Bistro Table,,,1,,,0.85,25,,100 x  100  x  70 cm,,,,,,Fully Assembled,,106 x 106 x 79 cm,,1 Pc/1Ctn,30 pcs,66 pcs,66 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
238,NO,BB-152,Classic Backless Bench 152,,,1,,,0.1,50,,152 x 42 x 43 cm,,,,,,Knock Down,Slatted,155 x 45 x 15 cm,,1 Pc/1Ctn,283 pcs,589 pcs,661 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
239,NO,BB-182,Classic Backless Bench 182,,,1,,,0.12,50,,152 x 42 x 43 cm,,,,,,Knock Down,Slatted,185 x 45 x 15 cm,,1 Pc/1Ctn,243 pcs,498 pcs,562 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
240,NO,TPF-50,Picnic Folding Table Square 50,,,1,,,0.04,50,,50 x 50 x 50 cm,,,,,,Knock Down,,64.5 x 56.5 x 11 cm,,1 Pc/1Ctn,726 pcs,1479 pcs,1650 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
241,NO,SWVL-BAR-01,Classic Swivel Bar Chair,,,1,,,0.15,50,,152.5 x 46 x 81 cm,96.5,75.7,,,,Knock Down,Slatted,135 x 65 x 18 cm,,1 Pc/1Ctn,195 pcs,397 pcs,457 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
242,NO,BH-RND-106-TK,Classic Round Bar Table 106 Teak Footrest,,,1,,,0.25,50,,106 x 106 x 105 cm,,,,,,Knock Down,Slatted,114 x 114 x 19 cm,,1 Pc/1Ctn,124 pcs,252 pcs,292 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
243,NO,CAB-L-P1,Cabana Large Package 1,,,1,,,0.33,0,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
244,NO,CAB-L-P2,Cabana Large Package 2,,,1,,,0.75,0,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
245,NO,CAB-L-P3,Cabana Large Package 3,,,1,,,0.92,0,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
246,NO,CAB-L-P4,Cabana Large Package 4,,,1,,,1.1,0,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
247,NO,CAB-CURT-S,Cabana Side Curtain Set,,,1,,,0.01,0,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
248,NO,CAB-XL-P1,Cabana XL Package 1,,,1,,,2.47,0,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
249,NO,CAB-XL-P2,Cabana XL Package 2,,,1,,,2.47,0,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
250,NO,CAB-XL-P3,Cabana XL Package 3,,,1,,,2.47,0,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
251,NO,CAB-XL-P4,Cabana XL Package 4,,,1,,,2.47,0,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
252,NO,DN1531,Lakeside Classic Adirondack Chair,,,1,,,0.22,50,,96.1 x 77.5 x 99 cm,58.5,39.4,,,,Knock Down,Slatted,109 x 82 x 25 cm,,1 Pc/1Ctn,134 pcs,282 pcs,320 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
253,NO,DN1502,Adirondack Classic Footrest Teak,,,1,,,0.07,50,,56 x 55 x 38 cm,,,,,,Knock Down,Slatted,68 x 64 x 18 cm,,1 Pc/1Ctn,384 pcs,789 pcs,943 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
254,NO,IND154,Yono Slat Stool,,,1,,,0.04,50,,48  x  35.5  x  44.5 cm,,,,,,Assembly Required,,53 x 43 x 18 cm,,1 Pc/1Ctn,770 pcs,1580 pcs,1820 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
255,NO,IND151,Margo Stool with Shelf,,,1,,,0.04,50,,53  x  35.5  x  44.5 cm,,,,,,Assembly Required,,53 x 41 x 21 cm,,1 Pc/1Ctn,672 pcs,1392 pcs,1629 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
256,NO,BCS-18,Neve Chair with Shelf,,,1,,,0.04,50,,45.7   x  32.5  x  44.2 cm,,,,,,Assembly Required,,50 x 38 x 24 cm,,1 Pc/1Ctn,683 pcs,1424 pcs,1584  pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
257,NO,IND181,Solid Teak Mat,,,1,,,0.01,50,,59.5   x  40  x  1.8 cm,,,,,,Fully Assembled,,64 x 6 x 45 cm,,1 Pc/1Ctn,1884 pcs,3846 pcs,4336 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
258,NO,IND169,Classic Teak Mat,,,1,,,0.02,50,,56 x 36.5 x 2.5 cm,,,,,,Fully Assembled,Slatted,62 x 6 x 41 cm,,1 Pc/1Ctn,2130 pcs,4381 pcs,4886 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
259,NO,IND153,Signature Stool,,,1,,,0.04,50,,46 x  35.5  x  46  cm,,,,,,Fully Assembled,Slatted,51 x 42 x 19 cm,,1 Pc/1Ctn,736 pcs,1515 pcs,1775 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
260,NO,IND152,Margo Stool without Shelf,,,1,,,0.03,50,,53  x  35.5  x  44.5 cm,,,,,,Assembly Required,,53 x 41 x 15 cm,,1 Pc/1Ctn,948 pcs,1948 pcs,2290 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
261,NO,IND178,Oliver Teak Mat,,,1,,,0.01,50,,59.5 x 40 x 1.5 cm,,,,,,Fully Assembled,,64 x 6 x 45 cm,,1 Pc/1Ctn,1884 pcs,3846 pcs,4336 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
262,NO,LB-415,Laundry Basket,,,1,,,0.02,50,,41.5  x  32.5  x  54.5  cm,,,,,,Assembly Required,,46 x 9 x 65 cm,,1 Pc/1Ctn,1215 pcs,2475 pcs,2794 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
263,NO,TST-150,Largent Freestanding towel stand with tray,,,1,,,0.18,50,,50  x  47.7  x 148.7 cm,,,,,,Assembly Required,,159 x 58 x 20 cm,,1 Pc/1Ctn,170 pcs,357 pcs,386 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
264,NO,DAZ-120-TK,Daze Round Table 120 Teak Top,,,1,,,0.24,20,,120 x 120  x  75 cm,,,,,,Assembly Required,,126 x 126 x 15 cm,,1 Pc/1Ctn,95 pcs,206 pcs,295 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
265,NO,DAZ-120-TC,Daze Round Table 120 Ceramic Top,,,1,,,0.24,20,,120 x 120  x  75 cm,,,,,,Assembly Required,,126 x 126 x 15 cm,,1 Pc/1Ctn,95 pcs,206 pcs,295 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
266,NO,ENZ-160DT-TC,Enzo Dining Table 160 Ceramic Top,,,1,,,0.25,20,,160  x  86  x  75 cm,,,,,,Assembly Required,,82 x 167 x 18 cm,,1 Pc/1Ctn,119 pcs,244 pcs,290 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
267,NO,ENZ-160DT-TK,Enzo Dining Table 160 Teak Top,,,1,,,0.25,20,,160  x  86  x  75 cm,,,,,,Assembly Required,,82 x 167 x 18 cm,,1 Pc/1Ctn,119 pcs,244 pcs,290 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
268,NO,ENZ-80DT-TC,Enzo Dining Table 80 Ceramic Top,,,1,,,0.13,20,,80  x  86  x  75 cm,,,,,,Assembly Required,,82 x 87 x 18 cm,,1 Pc/1Ctn,226 pcs,460 pcs,564 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
269,NO,ENZ-80DT-TK,Enzo Dining Table 80 Teak Top,,,1,,,0.13,20,,80  x  86  x  75 cm,,,,,,Assembly Required,,82 x 87 x 18 cm,,1 Pc/1Ctn,226 pcs,460 pcs,564 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
270,NO,BCS-24,Neve Chair with Shelf 24,,,1,,,0.06,50,,61  x  35  x  44.2 cm,,,,,,Assembly Required,,66 x 41 x 24 cm,,1 Pc/1Ctn,482 pcs,1005 pcs,1116 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
271,NO,IND180,Signature Teak Mat,,,1,,,0.01,50,,59.5  x  4 0 x  1.8 cm,,,,,,Fully Assembled,Slatted,64 x 6 x 43 cm,,1 Pc/1Ctn,1983 pcs,4050 pcs,4554 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
272,NO,BLV-ST,Bolivia Side Table,,,1,,,0.12,0,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
273,NO,RIXOS-STR,Round Sunbed Side Table,,,1,,,0.2,0,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
274,NO,DN1501,Atlantic Classic Adirondack Chair,,,1,,,0.23,50,,90 x 84 x 95 cm,52.7,39.5,,,,Knock Down,Slatted,96 x 85 x 29 cm,,1 Pc/1Ctn,120 pcs,252 pcs,294 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
275,NO,TRC-11,Rivera Stacking Bar Chair,,,1,,,0.84,50,,62.5 x 66 x 122  cm,98,75.5,50.3,,,Assembly Required,Slatted/Woven,89 x 66 x 143 cm,,4 Pc/1Ctn,30 pcs,65 pcs,86 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
276,NO,DENVER-DT-120,Denver Classic Round Table 120,,,1,,,0.23,50,,120 x 120 x 75 cm,,,,,29.75,Assembly Required,,129 x 129 x 14 cm,,1 Pc/1Ctn,101 pcs,219 pcs,303 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
277,NO,PRE-DC,Pierre Dining Chair,,,1,,,0.41,50,,62  x  57  x  79 cm,65.5,45,49,,,Fully Assembled,,70 x 68 x 87 cm,,2 Pc/1Ctn,60 pcs,123 pcs,153 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
278,NO,SA-SC,Salvatia Swing Chair,,,1,,,0.51,50,,56  x  61  x  88 cm,,,,,,Fully Assembled,,83 x 60 x 103 cm,,4 Pc/1Ctn,50 pcs,108 pcs,135 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:13
279,NO,TRENT-CT-L,Trent Coffee Table Large,,,1,,,0.35,25,,152 x 89 x 26 cm,,,,40,47.75,Knock Down,Slatted,168 x 99 x 21 cm,,1 Pc/1Ctn,81 pcs,174 pcs,209 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:12
280,NO,VENTO-06-AL,Vento Aluminium Ottoman,,,1,,,0.23,25,,80 x 60 x 43 cm,,,,,,Fully Assembled,Slatted Metal,89 x 70 x 37 cm,,1 Pc/1Ctn,114 pcs,243 pcs,306pcs,,,,,,,,,,,,,,,2023-01-26 05:02:47,2023-01-26 05:37:12
281,NO,VENTO-06,Vento Teak Ottoman,,,1,,,0.23,25,,80 x 60 x 43 cm,,,,,,Fully Assembled,Slatted,89 x 70 x 37 cm,,1 Pc/1Ctn,114 pcs,243 pcs,306pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
282,NO,CH27,Hanging Teak Shelf with Hooks,,,1,,,0.1,50,,68.5  x  38.5  x  30  cm,,,,,,Fully Assembled,,76 x 45 x 36 cm,,1 Pc/1Ctn,240 pcs,495 pcs,573 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
283,NO,PIL-30x50,Throw Pillow 30x50,,,1,,,0.02,20,,30  x  50  x  12 cm,,,,0.74,5,Fully Assembled,,30 x 50 x 12 cm,,1 Pc/1Ctn,1789 pcs,3672 pcs,4096 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
284,NO,ASTR-280DT-EX,Astria Single Extension Table,,,1,,,0.65,25,,200/280  x  100  x  76 cm,,,,,,Knock down,Slatted,212 x 110 x 28 cm,,1 Pc/1Ctn,44 pcs,90 pcs,108 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
285,NO,AURA-320DT-EX,Aura Double Extension Table,,,1,,,0.65,25,,207/320  x 105 x 75 cm,,,,,,Knock down,Slatted,212 x 110 x 28 cm,,1 Pc/1Ctn,44 pcs,90 pcs,108 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
286,NO,LSE-01-TR-QDF,Lisse Middle seat With Right Teak Tray (Quick Dry Foam),,,1,,,1.47,10,,190 x 97 x 66 cm,66,38,77,,36.5,Fully Assembled,,196 x 103 x 73 cm,,1 Pc/1Ctn,18 pcs,36 pcs,44 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
287,NO,LSE-01-TR-SPF,Lisse Middle seat With Right Teak Tray (Standard PU Foam),,,1,,,1.47,10,,190 x 97 x 66 cm,66,38,77,,36.5,Fully Assembled,,196 x 103 x 73 cm,,1 Pc/1Ctn,18 pcs,36 pcs,44 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
288,NO,DARA-01,Dara Pouf Medium,,,1,,,0.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
289,NO,DARA-03,Dara Pouf Square,,,1,,,0.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
290,NO,DARA-02,Dara Pouf Large,,,1,,,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
291,NO,WALT-SC,Walt Side Chair,,,1,,,0.34,200,,51 x 62 x 90 cm,,45,69.5,5.15,14.79,Assembly Required,Webbing/Woven,55 x 66 x 94 cm,,2 Pc/1Ctn,72 pcs,152 pcs,202 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
292,NO,WALT-DC,Walt Dining Arm Chair,,,1,,,0.64,200,,59.6 x 62 x 90 cm,65,45,49.5,6.98,34.55,Assembly Required,Webbing/Woven,87 x 64 x 116 cm,,4 Pc/1Ctn,48 pcs,98 pcs,110 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
293,NO,EM-1S,Emmilie Single Seater,,,1,,,0.59,50,,85 x 81.5 x 67 cm,55.5,39.5,72.5,13.17,13.99,Fully Assembled,Slatted/Woven,91 x 87 x 74 cm,,1 Pc/1Ctn,36 pcs,78 pcs,117 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
294,NO,EM-2S,Emmilie 2 Seater,,,1,,,1.15,25,,172.5 x 81.5 x 67 cm,55.5,39.5,72.5,24.83,25.25,Fully Assembled,Slatted/Woven,178 x 87 x 74 cm,,1 Pc/1Ctn,18 pcs,39 pcs,58 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
295,NO,ATP-DC,Emmilie Lounge Dining Chair,,,1,,,0.58,50,,73 x 70.5 x 83 cm,,44,52,7.88,13.25,Fully Assembled,Slatted/Woven,80 x 78 x 93 cm,,1 Pc/1Ctn,48 pcs,104 pcs,128 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
296,NO,EM-3S,Emmilie 3 Seater,,,1,,,1.47,25,,220 x 81.5 x 67 cm,55.5,39.5,72.5,28.5,30.2,Fully Assembled,Slatted/Woven,226 x 88 x 74 cm,,1 Pc/1Ctn,18 pcs,39 pcs,48 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
297,NO,LEGO-100S,Lego Table Square 100,,,1,,,0.16,10,,100 x 100 x 75 cm,,,,,,Assembly Required,Slatted,105 x 105 x 15 cm,,1 Pc/1Ctn,176pcs,364 pcs,408 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
298,NO,ARRI-CN-150-1,Arri Console 150,,,1,,,0.11,20,,150  x  50  x  75 cm,,,,,,Assembly Required,,155 x 55 x 13 cm,,1 Pc/1Ctn,281 pcs,583 pcs,658 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
299,NO,ARRI-ST-1,Arri Side Table,,,1,,,0.05,50,,50  x  50  x 50 cm,,,,,,Assembly Required,,53 x 53 x 20 cm,,1 Pc/1Ctn,548 pcs,1136 pcs,1310 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
300,NO,ARRI-CT-110-1,Arri Coffee Table 110,,,1,,,0.11,20,,110  x  70  x 40 cm,,,,,,Assembly Required,,113 x 63 x 15 cm,,1 Pc/1Ctn,288 pcs,594 pcs,678 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
301,NO,ARRI-CT-140-1,Arri Coffee Table 140,,,1,,,0.16,20,,140  x  70  x 40 cm,,,,,,Assembly Required,,142 x 75 x 15 cm,,1 Pc/1Ctn,192 pcs,392 pcs,440 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
302,NO,LEGO-100S-C,Lego Table Square 100 Ceramic Top,,,1,,,0.17,10,,100 x 100 x 75 cm,,,,,,Assembly Required,,105 x 105 x 16 cm,,1 Pc/1Ctn,166pcs,344 pcs,388 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
303,NO,LEGO-120R,Lego Table Round 120 Teak Top,,,1,,,0.23,10,,120 x 120 x 75 cm,,,,,,Assembly Required,Slatted,125 x 125 x 15 cm,,1 Pc/1Ctn,95 pcs,206 pcs,295 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
304,NO,LEGO-120R-C,Lego Table Round 120 Ceramic Top,,,1,,,0.25,10,,120 x 120 x 75 cm,,,,,,Assembly Required,,125 x 125 x 16 cm,,1 Pc/1Ctn,89 pcs,193 pcs,269 pcs,,,,,,,,,,,,,,,2023-01-26 05:02:48,2023-01-26 05:37:12
